t203s4301102110,无空密码账户。,存在空密码账户，说明操作系统在账户锁定管理方面存在不足，使攻击者有机会利用空密码账户进行攻击和破坏，系统被攻击的风险大大增加。,无空密码账户。
t203s4301102111,系统账户启用密码复杂性要求。,系统账户未启用密码复杂性要求，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,系统账户启用密码复杂性要求。
t203s4301102112,系统账户密码长度最小值应符合要求。,系统账户密码长度最小值不符合要求，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,系统账户密码长度最小值应符合要求。
t203s4301102113,系统账户密码有效期应符合要求。,系统账户密码有效期不符合要求，说明操作系统在账户密码管理方面存在不足，密码不在有效期内存在被暴力破解和自身失误泄露的风险。,系统账户密码有效期应符合要求。
t203s4301102114,登录失败处理功能应符合要求。,登录失败处理功能不符合要求，说明操作系统在账户登录管理方面存在不足，对登录尝试失败不处理，使攻击者有机会连续和自动化进行登录尝试，系统被攻击的风险大大增加。,登录失败处理功能应符合要求。
t203s4301102115,应无弱口令账户。,系统存在弱口令账户，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,应无弱口令账户。
t203s4301102116,应禁止所有操作系统随带的缺省账号。,未禁止操作系统随带的缺省账号，说明操作系统在账户密码管理方面存在不足，攻击者可以利用缺省账号进行攻击行为，使系统被攻击的风险大大增加。,应禁止所有操作系统随带的缺省账号。
t203s4302101116,系统当前的umask文件权限限制措施应为022。,系统当前的umask文件权限限制措施不为022，说明系统对文件保护管理方面存在缺陷，文件受到破坏和篡改的风险增大。,系统当前的umask文件权限限制措施应为022。
t203s4302101117,应启用sudo命令。未启用sudo命令，普通用户得不到系统管理员授权去执行部分或全部root命令，迫使root登陆的次数大大提高，使系统安全性降低。,未启用sudo命令，普通用户得不到系统管理员授权去执行部分或全部root命令，迫使root登陆的次数大大提高，使系统安全性降低。,应启用sudo命令。
t203s4302101118,环境变量下应没有权限为777的目录。,环境变量下权限为777的目录不符合要求，说明系统对用户权限管理方面存在缺陷，普通用户可得到管理员的权限，使系统受到攻击的风险大大增加。,环境变量下应没有权限为777的目录。
t203s4302101119,环境变量下应没有权限为777的文件。,环境变量下权限为777的文件不符合要求，说明系统对用户权限管理方面存在缺陷，普通用户可得到管理员的权限，使系统受到攻击的风险大大增加。,环境变量下应没有权限为777的文件。
t203s4302101120,应严格限制关键文件权限。,未严格限制关键文件权限，说明系统对用户权限管理方面存在缺陷，使关键文件泄露和破坏的风险大大增加。,应严格限制关键文件权限。
t203s4302101121,应严格限制关键文件的属主。,未严格限制关键文件的属主，说明系统对用户权限管理方面存在缺陷，使关键文件泄露和破坏的风险大大增加。,应严格限制关键文件的属主。
t203s4302101122,应禁止root账户远程登陆。,未禁止root账户远程登陆，说明系统对安全管理方面存在缺陷，允许root账户远程登陆，使系统受到攻击的风险大大增加。,应禁止root账户远程登陆。
t203s4301102109,应无相同UID账户。,有相同UID账户，说明操作系统在账户管理方面存在缺陷，相同UID账户使攻击者有机会利用合法用户登录的时机进入系统，使系统被攻击的风险大大增加。,应无相同UID账户。
t203s4301102110,无空密码账户。,存在空密码账户，说明操作系统在账户锁定管理方面存在不足，使攻击者有机会利用空密码账户进行攻击和破坏，系统被攻击的风险大大增加。,无空密码账户。
t203s4301102111,系统账户启用密码复杂性要求。,系统账户未启用密码复杂性要求，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,系统账户启用密码复杂性要求。
t203s4301102112,系统账户密码长度最小值应符合要求。,系统账户密码长度最小值不符合要求，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,系统账户密码长度最小值应符合要求。
t203s4301102113,系统账户密码有效期应符合要求。,系统账户密码有效期不符合要求，说明操作系统在账户密码管理方面存在不足，密码不在有效期内存在被暴力破解和自身失误泄露的风险。,系统账户密码有效期应符合要求。
t203s4301102114,登录失败处理功能应符合要求。,登录失败处理功能不符合要求，说明操作系统在账户登录管理方面存在不足，对登录尝试失败不处理，使攻击者有机会连续和自动化进行登录尝试，系统被攻击的风险大大增加。,登录失败处理功能应符合要求。
t203s4301102115,应无弱口令账户。,系统存在弱口令账户，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,应无弱口令账户。
t203s4301102116,应禁止所有操作系统随带的缺省账号。,未禁止操作系统随带的缺省账号，说明操作系统在账户密码管理方面存在不足，攻击者可以利用缺省账号进行攻击行为，使系统被攻击的风险大大增加。,应禁止所有操作系统随带的缺省账号。
t203s4302101116,系统当前的umask文件权限限制措施应为022。,系统当前的umask文件权限限制措施不为022，说明系统对文件保护管理方面存在缺陷，文件受到破坏和篡改的风险增大。,系统当前的umask文件权限限制措施应为022。
t203s4302101117,应启用sudo命令。未启用sudo命令，普通用户得不到系统管理员授权去执行部分或全部root命令，迫使root登陆的次数大大提高，使系统安全性降低。,未启用sudo命令，普通用户得不到系统管理员授权去执行部分或全部root命令，迫使root登陆的次数大大提高，使系统安全性降低。,应启用sudo命令。
t203s4302101118,环境变量下应没有权限为777的目录。,环境变量下权限为777的目录不符合要求，说明系统对用户权限管理方面存在缺陷，普通用户可得到管理员的权限，使系统受到攻击的风险大大增加。,环境变量下应没有权限为777的目录。
t203s4302101119,环境变量下应没有权限为777的文件。,环境变量下权限为777的文件不符合要求，说明系统对用户权限管理方面存在缺陷，普通用户可得到管理员的权限，使系统受到攻击的风险大大增加。,环境变量下应没有权限为777的文件。
t203s4302101120,应严格限制关键文件权限。,未严格限制关键文件权限，说明系统对用户权限管理方面存在缺陷，使关键文件泄露和破坏的风险大大增加。,应严格限制关键文件权限。
t203s4302101121,应严格限制关键文件的属主。,未严格限制关键文件的属主，说明系统对用户权限管理方面存在缺陷，使关键文件泄露和破坏的风险大大增加。,应严格限制关键文件的属主。
t203s4302101122,应禁止root账户远程登陆。,未禁止root账户远程登陆，说明系统对安全管理方面存在缺陷，允许root账户远程登陆，使系统受到攻击的风险大大增加。,应禁止root账户远程登陆。
t203s4301102109,应无相同UID账户。,有相同UID账户，说明操作系统在账户管理方面存在缺陷，相同UID账户使攻击者有机会利用合法用户登录的时机进入系统，使系统被攻击的风险大大增加。,应无相同UID账户。
t203s4301102110,无空密码账户。,存在空密码账户，说明操作系统在账户锁定管理方面存在不足，使攻击者有机会利用空密码账户进行攻击和破坏，系统被攻击的风险大大增加。,无空密码账户。
t203s4301102111,系统账户启用密码复杂性要求。,系统账户未启用密码复杂性要求，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,系统账户启用密码复杂性要求。
t203s4301102112,系统账户密码长度最小值应符合要求。,系统账户密码长度最小值不符合要求，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,系统账户密码长度最小值应符合要求。
t203s4301102113,系统账户密码有效期应符合要求。,系统账户密码有效期不符合要求，说明操作系统在账户密码管理方面存在不足，密码不在有效期内存在被暴力破解和自身失误泄露的风险。,系统账户密码有效期应符合要求。
t203s4301102114,登录失败处理功能应符合要求。,登录失败处理功能不符合要求，说明操作系统在账户登录管理方面存在不足，对登录尝试失败不处理，使攻击者有机会连续和自动化进行登录尝试，系统被攻击的风险大大增加。,登录失败处理功能应符合要求。
t203s4301102115,应无弱口令账户。,系统存在弱口令账户，说明操作系统在账户密码管理方面存在不足，攻击者容易通过弱口令破解、暴力破解等方式获取账户密码并控制相关系统。,应无弱口令账户。
t203s4301102116,应禁止所有操作系统随带的缺省账号。,未禁止操作系统随带的缺省账号，说明操作系统在账户密码管理方面存在不足，攻击者可以利用缺省账号进行攻击行为，使系统被攻击的风险大大增加。,应禁止所有操作系统随带的缺省账号。
t203s4302101116,系统当前的umask文件权限限制措施应为022。,系统当前的umask文件权限限制措施不为022，说明系统对文件保护管理方面存在缺陷，文件受到破坏和篡改的风险增大。,系统当前的umask文件权限限制措施应为022。
t203s4302101117,应启用sudo命令。未启用sudo命令，普通用户得不到系统管理员授权去执行部分或全部root命令，迫使root登陆的次数大大提高，使系统安全性降低。,未启用sudo命令，普通用户得不到系统管理员授权去执行部分或全部root命令，迫使root登陆的次数大大提高，使系统安全性降低。,应启用sudo命令。
t203s4302101118,环境变量下应没有权限为777的目录。,环境变量下权限为777的目录不符合要求，说明系统对用户权限管理方面存在缺陷，普通用户可得到管理员的权限，使系统受到攻击的风险大大增加。,环境变量下应没有权限为777的目录。
t203s4302101119,环境变量下应没有权限为777的文件。,环境变量下权限为777的文件不符合要求，说明系统对用户权限管理方面存在缺陷，普通用户可得到管理员的权限，使系统受到攻击的风险大大增加。,环境变量下应没有权限为777的文件。
t203s4302101120,应严格限制关键文件权限。,未严格限制关键文件权限，说明系统对用户权限管理方面存在缺陷，使关键文件泄露和破坏的风险大大增加。,应严格限制关键文件权限。
t203s4302101121,应严格限制关键文件的属主。,未严格限制关键文件的属主，说明系统对用户权限管理方面存在缺陷，使关键文件泄露和破坏的风险大大增加。,应严格限制关键文件的属主。
t203s4302101122,应禁止root账户远程登陆。,未禁止root账户远程登陆，说明系统对安全管理方面存在缺陷，允许root账户远程登陆，使系统受到攻击的风险大大增加。,应禁止root账户远程登陆。
