t203g4303101102,此安全设置确定 OS 是否对尝试登录此计算机或从中注销的用户的每个实例进行审核。,操作系统的审核登录事件安全设置不符合要求，说明操作系统在安全审核方面存在不足，缺失对登录事件的记录和追溯。,此安全设置确定 OS 是否对尝试登录此计算机或从中注销的用户的每个实例进行审核。
t203g4303101103,此安全设置确定 OS 是否对访问非 Active Directory 对象的用户尝试进行审核。,操作系统的审核对象访问安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失对象访问的记录和追溯。,此安全设置确定 OS 是否对访问非 Active Directory 对象的用户尝试进行审核。
t203g4303101104,此安全设置确定 OS 是否审核与进程相关的事件，例如进程创建、进程终止、句柄复制以及间接对象访问。,操作系统的审核过程跟踪安全设置不符合要求，说明操作系统在安全审核方面存在不足，缺失对过程跟踪的记录和追溯。,此安全设置确定 OS 是否审核与进程相关的事件，例如进程创建、进程终止、句柄复制以及间接对象访问。
t203g4303101105,此安全设置确定 OS 是否对访问 Active Directory 对象的用户尝试进行审核。,操作系统的审核目录服务访问安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失对象访问的记录和追溯。,此安全设置确定 OS 是否对目录服务访问的用户尝试进行审核。
t203g4303101106,此安全设置确定是否审核执行用户权限的用户的每个实例。,操作系统的审核特权使用安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失特权使用的记录和追溯。,此安全设置确定是否审核执行用户权限的用户的每个实例。
t203g4303101107,此安全设置确定 OS 是否对“更改系统时间”、“启动关闭系统”、“加载可扩展身份验证组件”等事件进行审核。,操作系统的审核系统事件安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失系统事件的记录和追溯。,此安全设置确定 OS 是否对“更改系统时间”、“启动关闭系统”、“加载可扩展身份验证组件”等事件进行审核。
t203g4303101108,此安全设置确定 OS 是否在此计算机每次验证帐户凭据时进行审核。,操作系统的审核账户登录事件安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失账户登录事件的记录和追溯。,此安全设置确定 OS 是否在此计算机每次验证帐户凭据时进行审核。
t203g4303101110,此安全设置确定 OS 是否对尝试更改用户权限分配策略、审核策略、帐户策略或信任策略的每一个实例进行审核。,操作系统的审核策略更改安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失策略更改的记录和追溯。,此安全设置确定 OS 是否对尝试更改用户权限分配策略、审核策略、帐户策略或信任策略的每一个实例进行审核。
,,未开启系统日志和系统安全审计功能，说明操作系统在安全审计方面存在不足，缺失系统日志，无法进行系统安全审计，对安全事件无法做到记录、报警、分析和追溯。,应开启系统日志和系统安全审计功能。
t203g4304101104,此用户权限确定哪些用户可以绕过文件和目录、注册表和其他永久对象权限进行系统备份。,操作系统中备份文件和目录的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成文件、数据的泄露、破坏和丢失。,此用户权限确定哪些用户可以绕过文件和目录、注册表和其他永久对象权限进行系统备份。
t203g4304101105,此安全设置确定进程可以使用哪些帐户将条目添加到安全日志中。安全日志用于跟踪未授权的系统访问。如果启用了“审核: 如果无法记录安全审核，则立即关闭系统”安全策略设置，则误用此用户权限会导致生成许多审核事件，可能隐藏攻击证据或导致拒绝服务。,操作系统中生成安全审核的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成安全审计信息的泄露、破坏和丢失。,此安全设置确定进程可以使用哪些帐户将条目添加到安全日志中。安全日志用于跟踪未授权的系统访问。如果启用了“审核: 如果无法记录安全审核，则立即关闭系统”安全策略设置，则误用此用户权限会导致生成许多审核事件，可能隐藏攻击证据或导致拒绝服务。
t203g4304101106,此安全设置确定进程可以使用哪些帐户创建令牌，该令牌接着可以在进程使用内部应用程序编程接口(API)创建访问令牌时用于获取任何本地资源的访问权限。,操作系统中创建令牌对象的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成本地资源访问权限的混乱。,此安全设置确定进程可以使用哪些帐户创建令牌，该令牌接着可以在进程使用内部应用程序编程接口(API)创建访问令牌时用于获取任何本地资源的访问权限。
t203g4304101107,此安全设置确定操作系统中哪些用户可以创建页面文件。,操作系统中创建页面文件的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成创建页面文件权限的混乱。,此安全设置确定操作系统中哪些用户可以创建页面文件。
t203g4304101108,此用户权限确定进程可以使用哪些帐户在 Windows 2000 Server、Windows 2000 Professional、Windows XP Professional 和 Windows Server 2003 家族对象管理器中创建目录对象。,操作系统中创建永久共享对象的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成创建目录对象权限的混乱。,此用户权限确定进程可以使用哪些帐户在 Windows 2000 Server、Windows 2000 Professional、Windows XP Professional 和 Windows Server 2003 家族对象管理器中创建目录对象。
t203g4304101109,此安全设置确定允许哪些用户从网络上的远程位置关闭计算机。误用此用户权限会导致拒绝服务。,操作系统中从远程系统强制关机的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会导致拒绝服务。,此安全设置确定允许哪些用户从网络上的远程位置关闭计算机。误用此用户权限会导致拒绝服务。
t203g4304101110,此用户权限确定哪些用户可以将调试程序连接到任何进程或连接到内核。不需要将此用户权限分配给正在调试自己的应用程序的开发人员。调试新系统组件的开发人员将需要此用户权限来执行相应操作。此用户权限提供对敏感和关键系统组件的完全访问权限。,操作系统中调试程序的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成敏感和关键系统组件的完全访问权限的混乱。,此用户权限确定哪些用户可以将调试程序连接到任何进程或连接到内核。不需要将此用户权限分配给正在调试自己的应用程序的开发人员。调试新系统组件的开发人员将需要此用户权限来执行相应操作。此用户权限提供对敏感和关键系统组件的完全访问权限。
t203g4304101111,此权限确定谁可以更改进程可消耗的最大内存。,操作系统中调整进程的内存配额的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成资源配置的混乱。,此权限确定谁可以更改进程可消耗的最大内存。
t203g4304101112,此用户权限确定哪些用户和组可以更改计算机内部时钟上的日期和时间。分配了此用户权限的用户可以影响事件日志的外观。如果已更改了系统时间，则记录的事件将反映此新时间，而不是事件发生的实际时间。,操作系统中更改系统时间的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成系统时间的混乱。,此用户权限确定哪些用户和组可以更改计算机内部时钟上的日期和时间。分配了此用户权限的用户可以影响事件日志的外观。如果已更改了系统时间，则记录的事件将反映此新时间，而不是事件发生的实际时间。
t203g4304101113,此安全设置确定哪些在本地登录到计算机的用户可以使用关机命令关闭操作系统。误用此用户权限会导致拒绝服务。,操作系统中关闭系统的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成系统的非正常停止运行或系统损坏的混乱。,此安全设置确定哪些在本地登录到计算机的用户可以使用关机命令关闭操作系统。误用此用户权限会导致拒绝服务。
t203g4304101114,此安全设置确定哪些用户可以为单独的资源(如文件、Active Directory 对象和注册表项)指定对象访问审核选项。,操作系统中管理审核和安全日志的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成安全审计信息的泄露、破坏和丢失。,此安全设置确定哪些用户可以为单独的资源(如文件、Active Directory 对象和注册表项)指定对象访问审核选项。
t203g4304101115,此安全设置确定在还原备份的文件和目录时哪些用户可以绕过文件、目录、注册表和其他永久对象权限，以及确定哪些用户可以将任何有效的安全主体设置为对象的所有者。,操作系统中还原文件和目录的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成文件、数据的泄露、破坏和丢失。,此安全设置确定在还原备份的文件和目录时哪些用户可以绕过文件、目录、注册表和其他永久对象权限，以及确定哪些用户可以将任何有效的安全主体设置为对象的所有者。
t203g4304101116,此安全设置确定哪些用户可以取得系统中任何安全对象(包括 Active Directory 对象、文件和文件夹、打印机、注册表项、进程以及线程)的所有权。,操作系统中取得文件或其他对象的所有权的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成文件、数据等信息的泄露、破坏和丢失。,此安全设置确定哪些用户可以取得系统中任何安全对象(包括 Active Directory 对象、文件和文件夹、打印机、注册表项、进程以及线程)的所有权。
t203g4304101117,此用户权限允许某个进程模拟任意用户而无须进行身份验证。因此该进程可以与该用户一样获得对本地资源的访问权限。,操作系统中以操作系统方式操作的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成本地资源访问权限的混乱和文件、数据等信息的泄露、破坏和丢失。,此用户权限允许某个进程模拟任意用户而无须进行身份验证。因此该进程可以与该用户一样获得对本地资源的访问权限。
t203g4304101118,此安全设置确定哪些组或用户可以将工作站添加到域。此安全设置仅对域控制器有效。默认情况下，任何已经过身份验证的用户都具有此权限并可以在该域中最多创建 10 个计算机帐户。,操作系统中域中添加工作站的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成工作站资源配置的混乱。,此安全设置确定哪些组或用户可以将工作站添加到域。此安全设置仅对域控制器有效。默认情况下，任何已经过身份验证的用户都具有此权限并可以在该域中最多创建 10 个计算机帐户。
t203g4304101119,此安全设置确定哪些用户可以在用户或计算机对象上设置“已为委派信任”设置。被授予此权限的用户或对象必须具有对用户或计算机对象上的帐户控制标志的写入访问权限。在已为委派信任的计算机上(或用户环境下)运行的服务器进程可以使用客户端委派的凭据访问另一台计算机上的资源，只要该客户端帐户没有设置“帐户无法委派”帐户控制标志。,操作系统中允许计算机和用户帐户被信任以便于委任的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成用户权限管理的混乱。,此安全设置确定哪些用户可以在用户或计算机对象上设置“已为委派信任”设置。被授予此权限的用户或对象必须具有对用户或计算机对象上的帐户控制标志的写入访问权限。在已为委派信任的计算机上(或用户环境下)运行的服务器进程可以使用客户端委派的凭据访问另一台计算机上的资源，只要该客户端帐户没有设置“帐户无法委派”帐户控制标志。
t203g4304101120,此安全设置确定哪些帐户可以使用对另一个进程具有 Write Property 访问权限的进程来提高分配给其他进程的执行优先级。具有此权限的用户可以通过任务管理器用户界面更改进程的计划优先级。,操作系统中增加进度优先级的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成更改进程的计划优先级权限管理的混乱。,此安全设置确定哪些帐户可以使用对另一个进程具有 Write Property 访问权限的进程来提高分配给其他进程的执行优先级。具有此权限的用户可以通过任务管理器用户界面更改进程的计划优先级。
t203g4304101121,此安全设置确定哪些用户和组可以在卷上运行维护任务，如远程碎片整理。,操作系统中执行卷维护任务的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成系统维护权限管理的混乱。,此安全设置确定哪些用户和组可以在卷上运行维护任务，如远程碎片整理。
t203g4304101122,此用户权限确定哪些用户可以将设备驱动程序或其他代码动态加载和卸载到内核模式中。此用户权限不适用于即插即用设备驱动程序。建议不要将此权限分配给其他用户。而是使用 StartService() API。,操作系统中加载和卸载设备驱动程序的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成设备驱动权限管理的混乱。,此用户权限确定哪些用户可以将设备驱动程序或其他代码动态加载和卸载到内核模式中。此用户权限不适用于即插即用设备驱动程序。建议不要将此权限分配给其他用户。而是使用 StartService() API。
t203g4304101123,该安全设置确定是否在 Windows 登录屏幕中显示最后登录到计算机的用户的名称。,显示上一次登陆的用户名，说明操作系统在残余信息管理方面存在不足，会造成一些关键信息的泄露。,该安全设置确定是否在 Windows 登录屏幕中显示最后登录到计算机的用户的名称。
t203g4304101124,Windows系统中的缓存页面文件会包含一些敏感的帐户和权限信息，关机时清除这些页面文件可以降低这些信息泄漏的威胁。,未启用关机时清除虚拟内存页面文件，说明操作系统在残余信息管理方面存在不足，会造成一些关键信息的泄露。,Windows系统中的缓存页面文件会包含一些敏感的帐户和权限信息，关机时清除这些页面文件可以降低这些信息泄漏的威胁。
t203g4304101125,windows服务器在安装时设置默认隐藏共享逻辑盘，网络用户可以通过网络访问这些共享逻辑盘，攻击者可以利用这个设置获取系统的管理权限和任意访问、删除数据。建议删除默认共享。,未关闭默认共享盘，说明操作系统在资源管理方面存在不足，攻击者会通过共享盘对系统进行攻击。,windows服务器在安装时设置默认隐藏共享逻辑盘，网络用户可以通过网络访问这些共享逻辑盘，攻击者可以利用这个设置获取系统的管理权限和任意访问、删除数据。建议删除默认共享。
t203g4304101126,windows系统崩溃时，会产生一个内存dump文件，这个文件中可能包含系统中的一些敏感信息，这些信息会对系统安全造成威胁。,未禁止产生dump文件，说明操作系统在残余信息管理方面存在不足，会造成一些关键信息的泄露。,windows系统崩溃时，会产生一个内存dump文件，这个文件中可能包含系统中的一些敏感信息，这些信息会对系统安全造成威胁。
t203g4304101127,使远程用户能修改此计算机上的注册表设置。,未禁用Remote Registry服务，说明操作系统在安全管理方面存在不足，为攻击者提供了一个进行系统攻击的渠道。,使远程用户能修改此计算机上的注册表设置。
t203g4304101128,传输客户端和服务器之间的NET SEND和Alerter服务消息。,未禁用Messenger服务，说明操作系统在安全管理方面存在不足，为攻击者提供了一个进行系统攻击的渠道。,传输客户端和服务器之间的NET SEND和Alerter服务消息。
t203g4304101129,启用“剪贴簿查看器”储存信息并与远程计算机共享。,未禁用Clipbook服务，说明操作系统在安全管理方面存在不足，为攻击者提供了一个进行系统攻击的渠道。,启用“剪贴簿查看器”储存信息并与远程计算机共享。
t203g4304101130,通知所选用户和计算机有关系统管理级警报。,未禁用Alerter服务，说明操作系统在安全管理方面存在不足，为攻击者提供了一个进行系统攻击的渠道。,通知所选用户和计算机有关系统管理级警报。
t203g4303101102,此安全设置确定 OS 是否对尝试登录此计算机或从中注销的用户的每个实例进行审核。,操作系统的审核登录事件安全设置不符合要求，说明操作系统在安全审核方面存在不足，缺失对登录事件的记录和追溯。,此安全设置确定 OS 是否对尝试登录此计算机或从中注销的用户的每个实例进行审核。
t203g4303101103,此安全设置确定 OS 是否对访问非 Active Directory 对象的用户尝试进行审核。,操作系统的审核对象访问安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失对象访问的记录和追溯。,此安全设置确定 OS 是否对访问非 Active Directory 对象的用户尝试进行审核。
t203g4303101104,此安全设置确定 OS 是否审核与进程相关的事件，例如进程创建、进程终止、句柄复制以及间接对象访问。,操作系统的审核过程跟踪安全设置不符合要求，说明操作系统在安全审核方面存在不足，缺失对过程跟踪的记录和追溯。,此安全设置确定 OS 是否审核与进程相关的事件，例如进程创建、进程终止、句柄复制以及间接对象访问。
t203g4303101105,此安全设置确定 OS 是否对访问 Active Directory 对象的用户尝试进行审核。,操作系统的审核目录服务访问安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失对象访问的记录和追溯。,此安全设置确定 OS 是否对目录服务访问的用户尝试进行审核。
t203g4303101106,此安全设置确定是否审核执行用户权限的用户的每个实例。,操作系统的审核特权使用安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失特权使用的记录和追溯。,此安全设置确定是否审核执行用户权限的用户的每个实例。
t203g4303101107,此安全设置确定 OS 是否对“更改系统时间”、“启动关闭系统”、“加载可扩展身份验证组件”等事件进行审核。,操作系统的审核系统事件安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失系统事件的记录和追溯。,此安全设置确定 OS 是否对“更改系统时间”、“启动关闭系统”、“加载可扩展身份验证组件”等事件进行审核。
t203g4303101108,此安全设置确定 OS 是否在此计算机每次验证帐户凭据时进行审核。,操作系统的审核账户登录事件安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失账户登录事件的记录和追溯。,此安全设置确定 OS 是否在此计算机每次验证帐户凭据时进行审核。
t203g4303101110,此安全设置确定 OS 是否对尝试更改用户权限分配策略、审核策略、帐户策略或信任策略的每一个实例进行审核。,操作系统的审核策略更改安全设置不符合要求，说明操作系统在安全审计方面存在不足，缺失策略更改的记录和追溯。,此安全设置确定 OS 是否对尝试更改用户权限分配策略、审核策略、帐户策略或信任策略的每一个实例进行审核。
t203g4304101104,此用户权限确定哪些用户可以绕过文件和目录、注册表和其他永久对象权限进行系统备份。,操作系统中备份文件和目录的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成文件、数据的泄露、破坏和丢失。,此用户权限确定哪些用户可以绕过文件和目录、注册表和其他永久对象权限进行系统备份。
t203g4304101105,此安全设置确定进程可以使用哪些帐户将条目添加到安全日志中。安全日志用于跟踪未授权的系统访问。如果启用了“审核: 如果无法记录安全审核，则立即关闭系统”安全策略设置，则误用此用户权限会导致生成许多审核事件，可能隐藏攻击证据或导致拒绝服务。,操作系统中生成安全审核的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成安全审计信息的泄露、破坏和丢失。,此安全设置确定进程可以使用哪些帐户将条目添加到安全日志中。安全日志用于跟踪未授权的系统访问。如果启用了“审核: 如果无法记录安全审核，则立即关闭系统”安全策略设置，则误用此用户权限会导致生成许多审核事件，可能隐藏攻击证据或导致拒绝服务。
t203g4304101106,此安全设置确定进程可以使用哪些帐户创建令牌，该令牌接着可以在进程使用内部应用程序编程接口(API)创建访问令牌时用于获取任何本地资源的访问权限。,操作系统中创建令牌对象的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成本地资源访问权限的混乱。,此安全设置确定进程可以使用哪些帐户创建令牌，该令牌接着可以在进程使用内部应用程序编程接口(API)创建访问令牌时用于获取任何本地资源的访问权限。
t203g4304101107,此安全设置确定操作系统中哪些用户可以创建页面文件。,操作系统中创建页面文件的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成创建页面文件权限的混乱。,此安全设置确定操作系统中哪些用户可以创建页面文件。
t203g4304101108,此用户权限确定进程可以使用哪些帐户在 Windows 2000 Server、Windows 2000 Professional、Windows XP Professional 和 Windows Server 2003 家族对象管理器中创建目录对象。,操作系统中创建永久共享对象的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成创建目录对象权限的混乱。,此用户权限确定进程可以使用哪些帐户在 WiNdows 2000 Server、WiNdows 2000 ProfessioNal、WiNdows XP ProfessioNal 和 WiNdows Server 2003 家族对象管理器中创建目录对象。
t203g4304101109,此安全设置确定允许哪些用户从网络上的远程位置关闭计算机。误用此用户权限会导致拒绝服务。,操作系统中从远程系统强制关机的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会导致拒绝服务。,此安全设置确定允许哪些用户从网络上的远程位置关闭计算机。误用此用户权限会导致拒绝服务。
t203g4304101110,此用户权限确定哪些用户可以将调试程序连接到任何进程或连接到内核。不需要将此用户权限分配给正在调试自己的应用程序的开发人员。调试新系统组件的开发人员将需要此用户权限来执行相应操作。此用户权限提供对敏感和关键系统组件的完全访问权限。,操作系统中调试程序的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成敏感和关键系统组件的完全访问权限的混乱。,此用户权限确定哪些用户可以将调试程序连接到任何进程或连接到内核。不需要将此用户权限分配给正在调试自己的应用程序的开发人员。调试新系统组件的开发人员将需要此用户权限来执行相应操作。此用户权限提供对敏感和关键系统组件的完全访问权限。
t203g4304101111,此权限确定谁可以更改进程可消耗的最大内存。,操作系统中调整进程的内存配额的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成资源配置的混乱。,此权限确定谁可以更改进程可消耗的最大内存。
t203g4304101112,此用户权限确定哪些用户和组可以更改计算机内部时钟上的日期和时间。分配了此用户权限的用户可以影响事件日志的外观。如果已更改了系统时间，则记录的事件将反映此新时间，而不是事件发生的实际时间。,操作系统中更改系统时间的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成系统时间的混乱。,此用户权限确定哪些用户和组可以更改计算机内部时钟上的日期和时间。分配了此用户权限的用户可以影响事件日志的外观。如果已更改了系统时间，则记录的事件将反映此新时间，而不是事件发生的实际时间。
t203g4304101113,此安全设置确定哪些在本地登录到计算机的用户可以使用关机命令关闭操作系统。误用此用户权限会导致拒绝服务。,操作系统中关闭系统的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成系统的非正常停止运行或系统损坏的混乱。,此安全设置确定哪些在本地登录到计算机的用户可以使用关机命令关闭操作系统。误用此用户权限会导致拒绝服务。
t203g4304101114,此安全设置确定哪些用户可以为单独的资源(如文件、Active Directory 对象和注册表项)指定对象访问审核选项。,操作系统中管理审核和安全日志的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成安全审计信息的泄露、破坏和丢失。,此安全设置确定哪些用户可以为单独的资源(如文件、Active Directory 对象和注册表项)指定对象访问审核选项。
t203g4304101115,此安全设置确定在还原备份的文件和目录时哪些用户可以绕过文件、目录、注册表和其他永久对象权限，以及确定哪些用户可以将任何有效的安全主体设置为对象的所有者。,操作系统中还原文件和目录的权利指派不符合要求，说明操作系统在用户权限管理方面存在不足，错误的权利指派会造成文件、数据的泄露、破坏和丢失。,此安全设置确定在还原备份的文件和目录时哪些用户可以绕过文件、目录、注册表和其他永久对象权限，以及确定哪些用户可以将任何有效的安全主体设置为对象的所有者。
